Date,COPX,CQQQ,EWZ,GLD,ITA,NLR,PAVE,QQQM,SLV,SMH,TLT,VNM,XLE,XLU,RP,INDA
2025-03-05,0.0,0.0,0.0,0.487035,0.231116,0.05637,0.0,0.0,0.169109,0.05637,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06,0.0,0.0,0.0,0.487035,0.231116,0.05637,0.0,0.0,0.169109,0.05637,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07,0.0,0.0,0.0,0.487035,0.231116,0.05637,0.0,0.0,0.169109,0.05637,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10,0.0,0.0,0.0,0.440215,0.177366,0.04326,0.0,0.0,0.295899,0.04326,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11,0.0,0.0,0.0,0.440215,0.177366,0.04326,0.0,0.0,0.295899,0.04326,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12,0.0,0.0,0.0,0.440215,0.177366,0.04326,0.0,0.0,0.295899,0.04326,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-13,0.229616,0.0,0.0,0.42518,0.0,0.03905,0.0,0.0,0.267104,0.03905,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-14,0.229616,0.0,0.0,0.42518,0.0,0.03905,0.0,0.0,0.267104,0.03905,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,0.229616,0.0,0.0,0.42518,0.0,0.03905,0.0,0.0,0.267104,0.03905,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-18,0.229616,0.0,0.0,0.42518,0.0,0.03905,0.0,0.0,0.267104,0.03905,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-19,0.290629,0.0,0.0,0.462238,0.0,0.049427,0.0,0.0,0.14828,0.049427,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,0.290629,0.0,0.0,0.462238,0.0,0.049427,0.0,0.0,0.14828,0.049427,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-21,0.290629,0.0,0.0,0.462238,0.0,0.049427,0.0,0.0,0.14828,0.049427,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-24,0.290629,0.0,0.0,0.462238,0.0,0.049427,0.0,0.0,0.14828,0.049427,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-25,0.290629,0.0,0.0,0.462238,0.0,0.049427,0.0,0.0,0.14828,0.049427,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,0.229616,0.0,0.0,0.42518,0.0,0.03905,0.0,0.0,0.267104,0.03905,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27,0.229616,0.0,0.0,0.42518,0.0,0.03905,0.0,0.0,0.267104,0.03905,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28,0.229616,0.0,0.0,0.42518,0.0,0.03905,0.0,0.0,0.267104,0.03905,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31,0.229616,0.0,0.0,0.42518,0.0,0.03905,0.0,0.0,0.267104,0.03905,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,0.290629,0.0,0.0,0.462238,0.0,0.049427,0.0,0.0,0.14828,0.049427,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-02,0.290629,0.0,0.0,0.462238,0.0,0.049427,0.0,0.0,0.14828,0.049427,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-03,0.290629,0.0,0.0,0.462238,0.0,0.049427,0.0,0.0,0.14828,0.049427,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-04,0.199986,0.0,0.0,0.407183,0.0,0.034011,0.256785,0.0,0.102034,0.0,0.0,0.0,0.0,0.0,1e-06,0.0
2025-04-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-11,0.169762,0.0,0.116639,0.360889,0.0,0.0,0.217977,0.0,0.134732,0.0,0.0,0.0,0.0,0.0,1e-06,0.0
2025-04-14,0.0,0.0,0.0,0.595376,0.0,0.0,0.0,0.0,0.404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-15,0.0,0.0,0.0,0.595376,0.0,0.0,0.0,0.0,0.404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.595376,0.0,0.0,0.0,0.0,0.404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.595376,0.0,0.0,0.0,0.0,0.404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-22,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-24,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-25,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-28,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-29,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-30,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-02,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-05,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-06,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-07,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-08,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-09,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-12,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-13,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-14,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-15,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-16,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-19,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-20,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-21,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-22,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-23,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-26,0.167347,0.0,0.11498,0.355754,0.0,0.01423,0.214875,0.0,0.132815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-27,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-28,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-29,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-30,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-02,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-03,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-04,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-05,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-09,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-10,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-12,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-13,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-17,0.147726,0.0,0.101499,0.314044,0.0,0.012562,0.189683,0.0,0.234486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-19,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-23,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-24,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-26,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-27,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-30,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-02,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-04,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-07,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-08,0.0,0.0,0.141957,0.411207,0.0,0.017569,0.265291,0.0,0.163977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-09,0.0,0.0,0.119092,0.368478,0.0,0.014739,0.222561,0.0,0.27513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-10,0.0,0.0,0.137774,0.337615,0.0,0.017051,0.257474,0.0,0.250085,0.0,0.0,0.0,0.0,0.0,1e-06,0.0
2025-07-11,0.0,0.0,0.137774,0.337615,0.0,0.017051,0.257474,0.0,0.250085,0.0,0.0,0.0,0.0,0.0,1e-06,0.0
2025-07-14,0.0,0.0,0.137774,0.337615,0.0,0.017051,0.257474,0.0,0.250085,0.0,0.0,0.0,0.0,0.0,1e-06,0.0
2025-07-15,0.0,0.0,0.137774,0.337615,0.0,0.017051,0.257474,0.0,0.250085,0.0,0.0,0.0,0.0,0.0,1e-06,0.0
2025-07-16,0.0,0.0,0.137774,0.337615,0.0,0.017051,0.257474,0.0,0.250085,0.0,0.0,0.0,0.0,0.0,1e-06,0.0
2025-07-17,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-07-18,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-07-21,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-07-22,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-07-23,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-07-24,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-07-25,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-07-28,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-07-29,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-07-30,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-07-31,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-08-01,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-08-04,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-08-05,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-08-06,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-08-07,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-08-08,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-08-11,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-08-12,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-08-13,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-08-14,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-08-15,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-08-18,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-08-19,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-08-20,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-08-21,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-08-22,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-08-25,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-08-26,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-08-27,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-08-28,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-08-29,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-09-01,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-09-02,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-09-03,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-09-04,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-09-05,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-09-08,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-09-09,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-09-10,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-09-11,0.0,0.0,0.23331,0.449064,0.0,0.05775,0.0,0.0,0.17325,0.0,0.0,0.086625,0.0,0.0,1e-06,0.0
2025-09-12,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-09-15,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-09-16,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-09-17,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
2025-09-18,0.0,0.0,0.172778,0.406683,0.0,0.042767,0.0,0.0,0.313623,0.0,0.0,0.06415,0.0,0.0,0.0,0.0
